,Reconstructed Path,Original Path,Corrupted Path,Partial or Full,Run Time,Run Time (learning),Run Time (reconstruction),RMSE,PSNR,SSIM,Luminance Dist.,Contrast Dist.,Structural Comp.,RMSE Gain,PSNR Gain,SSIM Gain,Luminance Dist. Gain,Contrast Dist. Gain,Structural Comp. Gain,param: K,param: N,param: Iters,param: L,param: other
38,Reconstructed Images/easter_egg_breadK32L8.jpg,Compressed Images/easter_egg_bread.jpg,,0.1,80.13465523719788,62.78251361846924,17.352141618728638,6.720281625873032,31.54892486537048,0.9911384696762298,0.9992370151827964,0.9999178671167136,0.9919767446182248,-0.7095972425877459,0.8718852006787792,,,,,32.0,1000.0,10.0,8.0,
39,Reconstructed Images/easter_egg_breadK16L8.jpg,Compressed Images/easter_egg_bread.jpg,,0.1,37.631428241729736,29.53431391716004,8.097114324569702,7.228485779607643,30.915727712745245,0.9893721463519504,0.9992310141620118,0.9998652141778,0.990267018980143,-0.3733561024627798,0.4374300214985922,,,,,16.0,1000.0,10.0,8.0,
40,Reconstructed Images/easter_egg_breadK9L8.jpg,Compressed Images/easter_egg_bread.jpg,,0.1,17.530799865722656,13.648297548294067,3.882502317428589,8.306303214464622,29.70851872019324,0.98526792040066,0.9992228925328605,0.9997897629105886,0.9862415194673552,0.5245339212168876,-0.5665885903161509,,,,,9.0,1000.0,10.0,8.0,
41,Reconstructed Images/easter_egg_breadK9L1.jpg,Compressed Images/easter_egg_bread.jpg,,0.1,4.382605791091919,3.3714520931243896,1.0111536979675293,12.614848756438027,26.07903337268424,0.9611400508207968,0.9993520041406814,0.9978691175313988,0.963817050292444,5.417360768720833,-4.874021985058064,,,,,9.0,1000.0,10.0,1.0,
42,Reconstructed Images/easter_egg_breadK16L1.jpg,Compressed Images/easter_egg_bread.jpg,,0.1,6.190295934677124,4.595237255096436,1.5950586795806885,12.372519015547716,26.24751173322412,0.962674834477779,0.9993665346694368,0.9977135288235396,0.9654926131865712,4.716223131331468,-4.1687884235498025,,,,,16.0,1000.0,10.0,1.0,
43,Reconstructed Images/easter_egg_breadK9L2.jpg,Compressed Images/easter_egg_bread.jpg,,0.1,7.101282358169556,5.35237979888916,1.7489025592803955,10.826930301167245,27.406567512426143,0.9725295394130063,0.999266061791223,0.99867960223472,0.9745306082912104,3.349388369935208,-3.214929678579168,,,,,9.0,1000.0,10.0,2.0,
44,Reconstructed Images/easter_egg_breadK32L1.jpg,Compressed Images/easter_egg_bread.jpg,,0.1,11.294363975524902,8.514261722564697,2.780102252960205,11.805059093084964,26.655311024668883,0.9661940322733664,0.9993886439024434,0.997961854227335,0.9687595554210238,4.660548379723738,-4.361913471679639,,,,,32.0,1000.0,10.0,1.0,
45,Reconstructed Images/easter_egg_breadK16L2.jpg,Compressed Images/easter_egg_bread.jpg,,0.1,11.806125164031982,9.548519134521484,2.257606029510498,9.944345706368438,28.1451500572201,0.9773598293524282,0.9992723177829644,0.9991546794506188,0.978899038102398,2.609733696634499,-2.6439813703199952,,,,,16.0,1000.0,10.0,2.0,
46,Reconstructed Images/easter_egg_breadK9L4.jpg,Compressed Images/easter_egg_bread.jpg,,0.1,10.766869306564333,8.294667482376099,2.4722018241882324,9.02300477098881,28.989650592307967,0.9819813702727648,0.999233983293158,0.9995461168799996,0.9831804100505572,1.8076761806426536,-1.941901461924207,,,,,9.0,1000.0,10.0,4.0,
47,Reconstructed Images/easter_egg_breadK32L2.jpg,Compressed Images/easter_egg_bread.jpg,,0.1,20.32220768928528,16.19984531402588,4.122362375259399,9.31710237337337,28.71105698428828,0.9805151157482748,0.99927584672417,0.9992751263433164,0.9819374541271008,1.7311768091019497,-1.7854458093138843,,,,,32.0,1000.0,10.0,2.0,
48,Reconstructed Images/easter_egg_breadK16L4.jpg,Compressed Images/easter_egg_bread.jpg,,0.1,18.78452730178833,14.535179853439333,4.249347448348999,8.402641537377736,29.60835759981677,0.9847943527463974,0.9992208022106996,0.9996785547955018,0.9858792068555884,0.7651397643282962,-0.829290251136392,,,,,16.0,1000.0,10.0,4.0,
49,Reconstructed Images/easter_egg_breadK9L8.jpg,Compressed Images/easter_egg_bread.jpg,,0.1,16.32139825820923,12.724469184875488,3.59692907333374,8.141207904368953,29.88289742064922,0.9860197323889072,0.9992118053655608,0.9997949538963352,0.9869999013842552,0.7645013221603314,-0.8565267279065871,,,,,9.0,1000.0,10.0,8.0,
50,Reconstructed Images/easter_egg_breadK32L4.jpg,Compressed Images/easter_egg_bread.jpg,,0.1,38.49897456169128,29.857049465179443,8.64192509651184,7.819680289098581,30.23289439017545,0.9871066505612144,0.9992434706754724,0.9997053615140048,0.9881451366608226,-0.1168827789638999,0.1288694924072508,,,,,32.0,1000.0,10.0,4.0,
51,Reconstructed Images/easter_egg_breadK16L8.jpg,Compressed Images/easter_egg_bread.jpg,,0.1,36.867098808288574,28.99573874473572,7.871360063552856,7.15503730868149,31.00443627932352,0.9895953499937292,0.9992527979469082,0.9998933029197092,0.9904410077497192,-0.126338477070357,0.1520308510688544,,,,,16.0,1000.0,10.0,8.0,
52,Reconstructed Images/easter_egg_breadK32L8.jpg,Compressed Images/easter_egg_bread.jpg,,0.1,82.31818175315857,61.65035963058472,20.667822122573853,6.6536693035072085,31.63545009164648,0.991385176030016,0.9992276646935012,0.9999120899229462,0.9922386774025408,-0.7873857292149662,0.9714660895342816,,,,,32.0,1000.0,10.0,8.0,
53,Reconstructed Images/easter_egg_breadK17L16.jpg,Compressed Images/easter_egg_bread.jpg,,0.1,78.1131796836853,61.74623084068298,16.36694884300232,6.794045756200622,31.454104984225122,0.9909530553902145,0.999224027365411,0.9999605739499958,0.9917617062394145,-0.711036965972843,0.8645403211482581,,,,,17.0,1000.0,10.0,16.0,
